Publication Type	Authors	Book Authors	Book Editors	Book Group Authors	Author Full Names	Book Author Full Names	Group Authors	Article Title	Source Title	Book Series Title	Book Series Subtitle	Language	Document Type	Conference Title	Conference Date	Conference Location	Conference Sponsor	Conference Host	Author Keywords	Keywords Plus	Abstract	Addresses	Affiliations	Reprint Addresses	Email Addresses	Researcher Ids	ORCIDs	Funding Orgs	Funding Name Preferred	Funding Text	Cited References	Cited Reference Count	Times Cited, WoS Core	Times Cited, All Databases	180 Day Usage Count	Since 2013 Usage Count	Publisher	Publisher City	Publisher Address	ISSN	eISSN	ISBN	Journal Abbreviation	Journal ISO Abbreviation	Publication Date	Publication Year	Volume	Issue	Part Number	Supplement	Special Issue	Meeting Abstract	Start Page	End Page	Article Number	DOI	DOI Link	Book DOI	Early Access Date	Number of Pages	WoS Categories	Web of Science Index	Research Areas	IDS Number	Pubmed Id	Open Access Designations	Highly Cited Status	Hot Paper Status	Date of Export	UT (Unique WOS ID)	Web of Science Record
J	"Zhu, YG; He, YQ; Smith, SE; Smith, FA"				"Zhu, YG; He, YQ; Smith, SE; Smith, FA"			Buckwheat (Fagopyrum esculentum Moench) has high capacity to take up phosphorus (P) from a calcium (Ca)-bound source	PLANT AND SOIL			English	Article						"buckwheat; Fagopyrum esculentum Moench; nitrogen source; phosphate uptake efficiency; rock phosphate; wheat"	"INDUCED ZINC-DEFICIENCY; RAPE SEEDLINGS; WHEAT PLANTS; PHOSPHATE; NUTRITION; GROWTH; ROOTS; TRANSLOCATION; TRANSPORT; MECHANISM"	"Two experiments were carried out in a growth chamber to investigate the phosphorus (P)-uptake efficiency of Fagopyrum esculentum Moench (buckwheat) and Triticum aestivum (spring wheat) from a Ca-bound form. The first experiment was based on a sand-culture system with either rock phosphate (RP) or CaHPO4 (CaHP) as the P source and nitrate or ammonium nitrate as nitrogen source. A highly calcareous soil was used in the second experiment. Buckwheat was shown to be highly efficient in taking up Ca-bound P compared to spring wheat. When plants were supplied with nitrate, the total P uptake by buckwheat from RP was nearly 10-fold higher than that of spring wheat (20.1 compared with 2.1 mg P pot(-1)). Changing nitrogen source from nitrate only to ammonium nitrate increased P uptake by spring wheat substantially, but not buckwheat. High P-uptake efficiency of buckwheat was also demonstrated using the field soil, but to a lesser extent, which may be related to the difference in Zn supply between sand culture and field soil. It is suggested that buckwheat may be included in intercropping or crop rotation systems to activate P sources in calcareous soils. The principal mechanism of P uptake efficiency of buckwheat may be its ability to acidify the rhizosphere; however, further study is needed to unravel the regulation of root excretion of H+ and its molecular basis in order to exploit buckwheat's genetic capability to utilise sparingly soluble P from soil."	"Univ Adelaide, CRC Mol Plant Breeding, Glen Osmond, SA 5064, Australia; Univ Adelaide, Ctr Plant Root Symbioses, Glen Osmond, SA 5064, Australia; Univ Adelaide, Dept Soil & Water, Glen Osmond, SA 5064, Australia; Chinese Acad Sci, Inst Soil Sci, Beijing 100864, Peoples R China"		Zhu, YG (corresponding author), Chinese Acad Sci, Ecoenvironm Sci Res Ctr, 18 Shuangquing Rd, Beijing 100085, Peoples R China.		"Smith, Frank Andrew/D-4665-2013; Zhu, Yong-Guan/A-1412-2009"	Zhu, Yong-Guan/0000-0003-3861-8482					25	31	37	2	46	KLUWER ACADEMIC PUBL	DORDRECHT	VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS	0032-079X			PLANT SOIL	Plant Soil	FEB	2002	239	1					1	8		10.1023/A:1014958029905	http://dx.doi.org/10.1023/A:1014958029905			8	"Agronomy; Plant Sciences; Soil Science"	Science Citation Index Expanded (SCI-EXPANDED)	"Agriculture; Plant Sciences"	552PA					2022-09-05	WOS:000175627700001	View Full Record in Web of Science
J	Olasantan, FO				Olasantan, F. O.			Vegetable production in tropical Africa: Status and strategies for sustainable management	JOURNAL OF SUSTAINABLE AGRICULTURE			English	Article						"cultivated; indigenous; production; semi-cultivated sustainable management; tropical Africa; vegetables"	"OKRA ABELMOSCHUS-ESCULENTUS; CASSAVA MANIHOT-ESCULENTA; MAIZE ZEA-MAYS; SOUTH-WESTERN NIGERIA; MELON COLOCYNTHIS-VULGARIS; COWPEA VIGNA-UNGUICULATA; CROPPING SYSTEMS; EGUSI-MELON; INTERCROPPED CASSAVA; SOIL-TEMPERATURE"	This paper reviews the status and management practices of vegetable production in tropical Africa. While the primary focus of this paper is on the production of improved, indigenous, and wild vegetables, consideration of their nutritional, medicinal and industrial importance, and genetic conservation are also outlined to provide a comprehensive overview of their contributions to the concepts of stability and sustainability of tropical agriculture. The major eco-physiological attributes of these essential plants in mixed systems are also highlighted. The major technical constraints, which are responsible for their limited use and declined production, particularly for indigenous and wild vegetables, are also outlined. The use of agronomic practices such as manipulation of plant population density, sowing, date, row arrangement, and fertilizer application to enhance growth, and complementary approaches such as mixed systems, ex situlin situ conservation, and promotion/ improvement are some of the strategies that are advocated to increase production, conservation, and use of tropical vegetables. In order to achieve effective sustainable vegetable production in Africa, a combination of indigenous and modern technologies that can be integrated feasibly is imperative.	Univ Agr, Dept Hort, Abeokuta, Nigeria		Olasantan, FO (corresponding author), Univ Agr, Dept Hort, PMB 2240, Abeokuta, Nigeria.	olasantan@yahoo.com							62	7	9	0	15	TAYLOR & FRANCIS INC	PHILADELPHIA	530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA	1044-0046	1540-7578		J SUSTAIN AGR	J. Sustain. Agric.		2007	30	3					41	70		10.1300/J064v30n03_05	http://dx.doi.org/10.1300/J064v30n03_05			30	Agriculture, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Agriculture	203PJ					2022-09-05	WOS:000248986200004	View Full Record in Web of Science
J	"Fachinelli, R; Melo, TS; Capristo, DP; de Abreu, HKA; Ceccon, G"				"Fachinelli, Ricardo; Melo, Thais Stradioto; Capristo, Denise Prevedel; Antunes de Abreu, Hadassa Kathyuci; Ceccon, Gessi"			Weeds in soybean crop after annual crops and pasture	REVISTA DE AGRICULTURA NEOTROPICAL			English	Article						"Phytosociology; Weed community; Crop rotation; Glycine max"	MAIZE	"The use of crop practices to reduce the weed community is an ally to integrated weed management. Given this, the study aimed to identify a composition and weed infestation in a soybean area under different predecessor crops implanted in different years. The experiment was carried out in the 2019/2020 harvest in Dourados, MS. The experimental design was a randomized block with nine treatments. The treatments were composed of autumn-winter crops. The area with predecessor cultivation: corn-Brachiaria intercropping; cowpea beans; single corn; an area with predecessor cultivation of Brachiaria as pasture for one year; two years; three years; four years; five years, and six years. All treatments were followed by soybean cultivation in the 2018/2019 harvest and an intercropping with corn and Brachiaria in the 2019 off-season harvest. There was a difference in the absolute weed infestation between the evaluated areas. Treatments with corn and cowpea had greater weed infestation. However, areas with pasture or intercropping with corn and Brachiaria showed less infestation, especially in areas with Brachiaria grown in the off- season for more than two years. The weed species composition differs between the areas evaluated. The implantation of a corn-Brachiaria intercropping in the off-season under a crop rotation system, especially in areas with Brachiaria grown in the off-season for more than four years, reduces the weed infestation."	"[Fachinelli, Ricardo; Capristo, Denise Prevedel; Antunes de Abreu, Hadassa Kathyuci] Fundacao Univ Fed Grande Dourados, Dourados, MS, Brazil; [Melo, Thais Stradioto] Univ Fed Pelotas, Pelotas, RS, Brazil; [Ceccon, Gessi] Embrapa Agr Oeste, Dourados, MS, Brazil"		Fachinelli, R (corresponding author), Fundacao Univ Fed Grande Dourados, Dourados, MS, Brazil.	"rfachinelli@hotmail.com; thais.stradioto1@gmail.com; denise_prevedel@hotmail.com; hadassa.antunes@gmail.com; gessi.ceccon@embrapa.br"		Fachinelli, Ricardo/0000-0003-4545-9723					28	1	1	1	3	UNIV ESTADUAL MATO GROSSO SUL	DOURADOS	CIDADE UNIV DOURADOS, DOURADOS, MG 79804-970, BRAZIL	2358-6303			REV AGRIC NEOTROP	REV. AGRIC. NEOTROP.	JAN-MAR	2021	8	1							e5563	10.32404/rean.v8i1.5563	http://dx.doi.org/10.32404/rean.v8i1.5563			8	Agronomy	Emerging Sources Citation Index (ESCI)	Agriculture	RT1MB		gold			2022-09-05	WOS:000644229200006	View Full Record in Web of Science
J	"Coners, H; Leuschner, C"				"Coners, H; Leuschner, C"			In situ measurement of fine root water absorption in three temperate tree species - Temporal variability and control by soil and atmospheric factors	BASIC AND APPLIED ECOLOGY			English	Article						"Fagus sylvatica; mature stand; miniature sap flow gauges; Picea abies; Quercus petraea; root sap flow"	"PLANT; ACQUISITION; CONDUCTANCE; FLUXES; BEECH"	Miniature heat balance-sap flow gauges were used to measure water flows in small-diameter roots (3-4 mm) in the undisturbed soil of a mature beech-oak-spruce mixed stand. By relating sap flow to the surface area of all branch fine roots distal to the gauge, we were able to calculate real time water uptake rates per root surface area (J(S)) for individual fine root systems of 0.5-1.0m in length. Study aims were (i) to quantify root water uptake of mature trees under field conditions with respect to average rates, and diurnal and seasonal changes of J(S), and (ii) to investigate the relationship between uptake and soil moisture theta, atmospheric saturation deficit D, and radiation 1. On most days, water uptake followed the diurnal course of D with a midday peak and low night flow. Neighbouring roots of the same species differed up to 10-fold in their daily totals of J(S) ( < 100-2000 g m(-2) d(-1)) indicating a large spatial heterogeneity in uptake. Beech, oak and spruce roots revealed different seasonal patterns of water uptake although they were extracting water from the same soil volume. Multiple regression analyses on the influence of D, I and theta on root water uptake showed that D was the single most influential environmental factor in beech and oak (variable selection in 77% and 79% of the investigated roots), whereas D was less important in spruce roots (50% variable selection). A comparison of root water uptake with synchronous leaf transpiration (porometer data) indicated that average water fluxes per surface area in the beech and oak trees were about 2.5 and 5.5 times smaller on the uptake side (roots) than on the loss side (leaves) given that all branch roots < 2 mm were equally participating in uptake. Beech fine roots showed maximal uptake rates on mid-summer days in the range of 48-205 g m-2 h(-1) (i.e. 0.7-3.2 mmol m(-2) s(-1)), oak of 12-160 g m(-2) h(-1) (0.2-2.5 mmol m(-2) s(-1)). transpiration rates ranged from 3 to 5 and from 5 to 6 mmol m(-2) s(-1) for sun canopy leaves of beech and oak, respectively. We conclude that instantaneous rates of root water uptake in beech, oak and spruce trees are above all controlled by atmospheric factors. The effects of different root conductivities, soil moisture, and soil hydraulic properties become increasingly important if time spans longer than a week are considered. (c) 2005 Gesellschaft fur Okologie. Published by Elsevier GmbH. All rights reserved.	Univ Gottingen, Albrecht von Haller Inst Plant Sci, D-37073 Gottingen, Germany		Leuschner, C (corresponding author), Univ Gottingen, Albrecht von Haller Inst Plant Sci, Untere Karspule 2, D-37073 Gottingen, Germany.	cleusch@gwdg.de							26	27	35	2	12	ELSEVIER GMBH	MUNICH	HACKERBRUCKE 6, 80335 MUNICH, GERMANY	1439-1791	1618-0089		BASIC APPL ECOL	Basic Appl. Ecol.		2005	6	4					395	405		10.1016/j.baae.2004.12.003	http://dx.doi.org/10.1016/j.baae.2004.12.003			11	Ecology	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology	965FB					2022-09-05	WOS:000231934600008	View Full Record in Web of Science
J	"Guo, MJ; Zhang, TG; Li, ZB; Xu, GC"				"Guo, Mengjing; Zhang, Tiegang; Li, Zhanbin; Xu, Guoce"			Investigation of Runoff and Sediment Yields Under Different Crop and Tillage Conditions by Field Artificial Rainfall Experiments	WATER			English	Article						"field rainfall experiment; runoff generation; sediment production; cropping patterns; soil moisture"	"NUTRIENT LOSSES; SOIL-EROSION; PHOSPHORUS LOSSES; CITRUS ORCHARDS; NITROGEN LOSS; VEGETATION; IMPACTS; INTENSITY; DYNAMICS; REGION"	Crop types and tillage measures on slopes have significant impacts on regional water and soil conservation. In this study, we investigated the influences of multiple crop types and tillage measures on water and sediment yields based on plot-scale experiments under artificial rainfall. The objective of the study is to find the best combination of crop type and tillage measure from the perspective of reducing soil erosion. We performed artificial rainfall experiments under eight slope treatments, which are the bare-land (BL, as a reference), peanut monoculture (PL), corn monoculture (CL), bare land (upper slope) mixed with peanut monoculture (lower slope) (BP), corn and peanut intercropping (TCP), corn and soybean intercropping (TCS), downslope ridge cultivation (BS) slope, and straw-mulched (SC), respectively. Under similar rainfall intensity and initial soil moisture conditions, these treatments except for BS efficiently reduced sediment yield compared to the BL slope. In comparison, the most effective slope treatment to reduce soil erosion is TCP, followed by PL and TCS. The amount of sediment yielded from the three treatments accounts for 0.4%, 2.0%, and 3.3% of the sediment yielded from BL. We recommend the three slope treatments as the preferred choices among eight treatments. Also, the lower sediment yield in the three slope treatments benefits from their higher vegetation coverage. Vegetation coverage plays a greater role in regulating sediment yield than the surface runoff at a plot scale.	"[Guo, Mengjing; Zhang, Tiegang; Li, Zhanbin; Xu, Guoce] Xian Univ Technol, State Key Lab Ecohydraul Northwest Arid Reg, Xian 710048, Shaanxi, Peoples R China; [Zhang, Tiegang] Minist Water Resources, Inst Water Resources Pastoral Area, Hohhot 010020, Inner Mongolia, Peoples R China"		"Zhang, TG (corresponding author), Xian Univ Technol, State Key Lab Ecohydraul Northwest Arid Reg, Xian 710048, Shaanxi, Peoples R China.;Zhang, TG (corresponding author), Minist Water Resources, Inst Water Resources Pastoral Area, Hohhot 010020, Inner Mongolia, Peoples R China."	"guomengjing263@163.com; zhang_tiegang@163.com; zhanbinli@126.com; xuguoce_x@163.com"			"National Natural Science Foundations of China [51609196, 41807156, 41701327]; State Key Laboratory of Eco-hydraulics in Northwest Arid Region [2018KFKT-2]"	"National Natural Science Foundations of China(National Natural Science Foundation of China (NSFC)); State Key Laboratory of Eco-hydraulics in Northwest Arid Region"	"This research was supported by the National Natural Science Foundations of China, grant no. 51609196, 41807156 and 41701327; the fund of the State Key Laboratory of Eco-hydraulics in Northwest Arid Region, grant no. 2018KFKT-2."		51	7	7	9	43	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		2073-4441		WATER-SUI	Water	MAY	2019	11	5							1019	10.3390/w11051019	http://dx.doi.org/10.3390/w11051019			15	"Environmental Sciences; Water Resources"	Science Citation Index Expanded (SCI-EXPANDED)	"Environmental Sciences & Ecology; Water Resources"	IE9FN		Green Published, gold			2022-09-05	WOS:000472680400149	View Full Record in Web of Science
J	"Wang, YB; Huang, RD; Zhou, YF"				"Wang Yi-bo; Huang Rui-dong; Zhou Yu-fei"			Effects of shading stress during the reproductive stages on photosynthetic physiology and yield characteristics of peanut (Arachis hypogaea Linn.)	JOURNAL OF INTEGRATIVE AGRICULTURE			English	Article						"peanut; shading; antioxidant enzyme system; photosynthesis; fluorescence; yield"	"GRAIN-YIELD; CHLOROPHYLL FLUORESCENCE; INTERCROPPING SYSTEMS; SOYBEAN SEEDLINGS; ENZYME-ACTIVITIES; OXIDATIVE STRESS; USE EFFICIENCY; HIGH-LIGHT; MAIZE; LEAVES"	In intercropping systems, high-positioned crops often exert shading stress on low-positioned crops, thus affecting the agronomic characteristics of the low-positioned crops. This study determined the mechanisms of photosynthetic, physiological and yield variations among peanut cultivars under shading stress. Four peanut cultivars, S60, C4, P12, and YS151, were grown in the field and subjected to shading stress for 77 days during reproductive stages. S60 and P12 showed lower yield and reduced biomass accumulation than C4 and YS151 under shading stress. Shading stress induced higher antioxidant enzyme activities in S60 and P12, relative to C4 and YS151. Under shading stress, S60 and P12 showed a higher light-trapping capability than C4 and YS151, which was associated with changes in chlorophyll (Chl) a and b contents, and Chl a/b ratio. The net photosynthetic rate, stomatal conductance and transpiration rates of C4 and YS151 were decreased, but the intercellular CO2 concentration increased under shading stress. The results demonstrated that non-stomatal limiting factors decreased the photosynthetic capacity of peanut under shading stress. The maximum photochemical efficiency of PSII (F-v/F-m) and non-photochemical quenching (NPQ) were higher in S60 and P12 than in C4 and YS151 under shading stress. These results suggest that S60 and P12 could absorb more light energy from weak light environments for photosynthesis than C4 and YS151 and dissipate the excess energy in the form of heat to improve their light protection ability. This study explains the inter-variety differences in shading stress tolerance in peanut and provides physiological parameters for guiding the selection of shade-tolerant cultivars.	"[Wang Yi-bo; Huang Rui-dong; Zhou Yu-fei] Shenyang Agr Univ, Agr Coll, Shenyang 110866, Peoples R China"		Zhou, YF (corresponding author), Shenyang Agr Univ, Agr Coll, Shenyang 110866, Peoples R China.	"wang870312@163.com; zhouyufei@syau.edu.cn"			earmarked fund for ChinaAgriculture Research System [CARS-06-135-A17]	earmarked fund for ChinaAgriculture Research System	This study was financially supported by the earmarked fund for ChinaAgriculture Research System (CARS-06-135-A17)		67	2	2	15	41	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	2095-3119			J INTEGR AGR	J. Integr. Agric.	MAY	2021	20	5					1250	1265		10.1016/S2095-3119(20)63442-6	http://dx.doi.org/10.1016/S2095-3119(20)63442-6		APR 2021	16	Agriculture, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Agriculture	RM1ZE		gold			2022-09-05	WOS:000639457800018	View Full Record in Web of Science
J	"O'Leary, N; Smith, ME"				"O'Leary, N; Smith, ME"			Uncovering corn adaptation to intercrop with bean by selecting for system yield in the intercrop environment	JOURNAL OF SUSTAINABLE AGRICULTURE			English	Article						"corn; bean; intercrop; monoculture; selection; breeding; system yield"	"MAIZE; RELAY"	Evaluation of genetic materials bred in monoculture call provide only limited information about, the potential to improve crops for the intercrop environment. Selection in intercrop may be required to uncover the genetic variability associated with intercrop adaptation. Due to the expense and difficulty associated with selection in the intercrop environment, Its use must be justified by the superiority of materials selected in it over materials selected in monoculture. The aim of this study was to compare the improvement of overall performance in corn-bean (Zea mays L.-Phaseolus vulgaris L.) intercrop that resulted from intercrop selection, with that which resulted from selection in monoculture. Three cycles of divergent recurrent selection were used to generate two sets of improved corn families: YM selected for corn yield in monoculture and YS selected for system yield (corn yield plus three times bean yield) in corn-bean intercrop. YS allowed significantly (P < 0.01) higher bean yield and had higher system yield than YM. YS was also significantly shorter (P < 0.05), less leafy (P < 0.001), and had a more erect canopy (P < 0.05) than YM. Selection for system yield in intercrop uncovered adaptation to the intercrop environment that was not matched by selection for corn yield in monoculture. This justifies the use of the intercrop breeding environment for improvement of productivity from corn-bean intercrops.	"Wells Coll, Aurora, NY 13026 USA; Cornell Univ, Ithaca, NY 14853 USA"		O'Leary, N (corresponding author), Wells Coll, Route 90, Aurora, NY 13026 USA.	noleary@wells.edu							38	11	11	2	14	TAYLOR & FRANCIS INC	PHILADELPHIA	530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA	1044-0046	1540-7578		J SUSTAIN AGR	J. Sustain. Agric.		2004	24	3					109	121		10.1300/J064v24n03_08	http://dx.doi.org/10.1300/J064v24n03_08			13	Agriculture, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Agriculture	854AO					2022-09-05	WOS:000223872500007	View Full Record in Web of Science
J	"Li, YH; Vitt, DH"				"Li, YH; Vitt, DH"			Patterns of retention and utilization of aerially deposited nitrogen in boreal peatlands	ECOSCIENCE			English	Article						"nitrogen deposition; peatland; bog; plant production; decomposition; bryophyte; Sphagnum; air pollution"	"DRAINED MINEROTROPHIC PEATLAND; CONTINENTAL WESTERN CANADA; SPRUCE MIXED STAND; BLACK SPRUCE; WATER CHEMISTRY; INTERIOR ALASKA; PRECIPITATION CHEMISTRY; ELEMENT CONCENTRATIONS; TOMENTHYPNUM-NITENS; N-15-LABELED UREA"	"Nitrogen dynamics were quantified for two years using N-15 (as NH,CI at 3 g N m(-2) year(-1)) in a bog and a rich fen in continental western Canada. After two years, 81-88% of the applied nitrogen was recovered; 98.4-98.7% of the recovered nitrogen occurred in the top 45 cm of the moss-peat layer and 1.3-1.6% occurred in the above ground shrub component In the bog, 29% was recovered from the top 0-5 cm of Sphagnum fuscum, while in the fen 19% was recovered from this zone in Tomenthypnum nitens. Sphagnum sequestered the applied nitrogen more efficiently than did Tomenthypnum. However, over time Tomenthypnum retained it better in the upper moss layers. Overall, after two years Sphagnum retained 42% and Tomenthypnum 48% in the top 12 cm of the ground layer. The nitrogen of the current year's moss growth contained 26-28% applied nitrogen (% NDFF) after one season and 19-20% after two seasons. Moss production increased from 4-30% annually over the two year period, while production for Betula pumila in the fen and Ledum groenlandicum in the bog did not increase significantly. Decomposition of S. fuscum in the bag was significantly less than T. nitens in the fen after two years, but no differences were evident after nitrogen additions in either peatlands. We conclude that I) nearly all nitrogen is immediately sequestered by the mass layer; 2) much of this new nitrogen is found in the actively growing region and mass production increases; 3) shrubs are little affected by the additional nitrogen during the first two years and direct absorption of nitrogen through leaves is unimportant and 4) newly deposited nitrogen is tightly controlled by the moss layer in both bogs and fens. However retention patterns are different. Subsequent use of nitrogen by vascular plants is determined by nutrient release through decompositional processes deeper in the moss layer."			Li, YH (corresponding author), UNIV ALBERTA,DEPT SCI BIOL,EDMONTON,AB T6G 2E9,CANADA.								62	67	73	0	35	UNIVERSITE LAVAL	ST FOY	PAVILLON ALEXANDRE-VACHON, UNIV LAVAL, ST FOY PQ G1K 7P4, CANADA	1195-6860			ECOSCIENCE	Ecoscience		1997	4	1					106	116		10.1080/11956860.1997.11682384	http://dx.doi.org/10.1080/11956860.1997.11682384			11	Ecology	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology	WQ424					2022-09-05	WOS:A1997WQ42400015	View Full Record in Web of Science
J	"AMPONGNYARKO, K; REDDY, KVS; NYANGOR, RA; SAXENA, KN"				"AMPONGNYARKO, K; REDDY, KVS; NYANGOR, RA; SAXENA, KN"			REDUCTION OF INSECT PEST ATTACK ON SORGHUM AND COWPEA BY INTERCROPPING	ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA			English	Article						"CHILO PARTELLUS; COWPEA YIELD; INTERCROPPING; MEGALUROTHRIPS SJOSTEDTI; SORGHUM YIELD"	"DAMAGE; MAIZE"	Two experiments to establish the relationship between insect suppression by intercropping and grain yield in sorghum and cowpea were conducted under held conditions. Treatments consisted of monocrops and intercrops of sorghum and cowpea and an additional pair of monocultures and mixtures protected by insecticides. Intercropping reduced the numbers of stem borer, Chile partellus in sorghum and thrips, Megalurothrips, sjostedti in cowpea. In the monocropped, unprotected sorghum, yield was reduced by 28% compared to the protected monocrop, while reduction in the unprotected intercropped sorghum was 15% compared to the protected intercrop. Similarly, in the unprotected cowpea, monocrop yield was reduced by 94% and intercrop yield was reduced by 51%. Thus, there are yield advantages under conditions where intercropping reduces insect pest density. Intercropping can form a component of an integrated pest management programme.			AMPONGNYARKO, K (corresponding author), INT CTR INSECT PHYSIOL & ECOL,NAIROBI,KENYA.								15	24	29	1	19	KLUWER ACADEMIC PUBL	DORDRECHT	SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS	0013-8703			ENTOMOL EXP APPL	Entomol. Exp. Appl.	FEB	1994	70	2					179	184		10.1111/j.1570-7458.1994.tb00745.x	http://dx.doi.org/10.1111/j.1570-7458.1994.tb00745.x			6	Entomology	Science Citation Index Expanded (SCI-EXPANDED)	Entomology	MY035					2022-09-05	WOS:A1994MY03500008	View Full Record in Web of Science
J	"Azuka, CV; Igue, AM"				"Azuka, C. V.; Igue, A. M."			Surface runoff as influenced by slope position and land use in the Koupendri catchment of northwest Benin: field observation and model validation	HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES			English	Article						"rainfall-runoff; land use; runoff coefficient; microplots; hydrograph"	"DIFFERENT RAINFALL INTENSITIES; SOIL-EROSION; ANTECEDENT MOISTURE; HILLSLOPE EROSION; INTERRILL EROSION; LAKE TANA; VEGETATION; SEDIMENT; PLOT; VARIABILITY"	The objective of this study was to evaluate: (i) the influence of slope position and land use on plot-scale runoff, and (ii) the ability of the curve number (CN) approach to estimate the measured runoff using microplots (1 m x 1 m) spaced 0.5 m apart. The study considered two slope positions: upslope (5.8%), and downslope (2.3%), and two land-use types: tilled maize-beans (TMB) intercrop and fallow shrub-grassland (FSG). Runoff was measured from September to November 2014 and from July to October 2015. The rainfall-runoff events in 2014 and 2015 were subjected to statistical analysis. The CN was computed with rainfall-runoff data. The results showed a significant (p < 0.05) effect of land use on surface runoff in 2015. Neither the slope position nor its interaction with land use had a significant (p < 0.05) effect on surface runoff. The runoff estimation captured the dynamics of runoff with better estimation observed under the TMB plot compared to the FSG.	"[Azuka, C. V.] Univ Nigeria, Dept Soil Sci, Nsukka 410001, Enugu State, Nigeria; [Azuka, C. V.] Univ Abomey Calavi, West African Sci Serv Ctr Climate Change & Adapte, Climate Change & Water Resources GRP, Cotonou, Benin; [Igue, A. M.] Natl Inst Agr Res Benin, Lab Soil Sci Water & Environm, Cotonou, Benin"		Azuka, CV (corresponding author), Univ Nigeria, Dept Soil Sci, Nsukka 410001, Enugu State, Nigeria.	chukwuebuka.azuka@unn.edu.ng	AZUKA, CHUKWUEBUKA/AFE-2619-2022	Azuka, Chukwuebuka/0000-0002-5808-2825	German Federal Ministry of Education and Research (BMBF)	German Federal Ministry of Education and Research (BMBF)(Federal Ministry of Education & Research (BMBF))	Sincere thanks to the German Federal Ministry of Education and Research (BMBF) who funded this research work under the framework of the West African Science Service Center on Climate Change and Adapted Land Use (WASCAL) project (www.wascal.org) [PhD scholarship].		72	2	2	2	9	TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND	0262-6667	2150-3435		HYDROLOG SCI J	Hydrol. Sci. J.-J. Sci. Hydrol.	APR 25	2020	65	6					995	1004		10.1080/02626667.2020.1729360	http://dx.doi.org/10.1080/02626667.2020.1729360		FEB 2020	10	Water Resources	Science Citation Index Expanded (SCI-EXPANDED)	Water Resources	LK5XY					2022-09-05	WOS:000514876600001	View Full Record in Web of Science
